passenger,line,mod_cost
10796,966,29.0
10797,410,41.0
10798,126,35.0
10799,898,44.0
10800,32,82.0
10801,946,71.0
10802,748,39.0
10803,521,30.0
10804,813,69.0
10805,582,76.0
10806,983,29.0
10807,657,7.0
10808,409,103.0
10809,882,81.0
10810,748,67.0
10811,451,59.0
10812,75,64.0
10813,6,51.0
10814,175,14.0
10815,773,81.0
10816,706,61.0
10817,811,7.0
10818,120,47.0
10819,969,42.0
10820,979,45.0
10821,75,33.0
10822,558,54.0
10823,386,45.0
10824,300,42.0
10825,820,51.0
10826,597,151.0
10827,277,21.0
10828,958,89.0
10829,644,51.0
10830,840,48.0
10831,9,58.0
10832,586,57.0
10833,498,94.0
10834,966,42.0
10835,673,41.0
10836,252,58.0
10837,82,72.0
10838,833,101.0
10839,683,53.0
10840,no_MT,69.0
10841,326,89.0
10842,419,63.0
10843,186,64.0
10844,760,73.0
10845,680,122.0
10846,970,38.0
10847,803,46.0
10848,387,25.0
10849,952,53.0
10850,699,50.0
10851,no_MT,27.0
10852,306,82.0
10853,613,27.0
10854,535,53.0
10855,258,107.0
10856,306,28.0
10857,746,81.0
10858,898,79.0
10859,742,6.0
10860,502,121.0
10861,820,41.0
10862,80,55.0
10863,490,118.0
10864,459,51.0
10865,746,41.0
10866,9,50.0
10867,36,21.0
10868,483,83.0
10869,656,35.0
10870,987,26.0
10871,5,55.0
10872,no_MT,57.0
10873,630,81.0
10874,549,45.0
10875,145,71.0
10876,140,50.0
10877,630,25.0
10878,212,35.0
10879,227,59.0
10880,498,56.0
10881,851,30.0
10882,662,98.0
10883,387,83.0
10884,775,60.0
10885,230,41.0
10886,13,30.0
10887,791,38.0
10888,724,40.0
10889,26,100.0
10890,422,92.0
10891,924,62.0
10892,987,21.0
10893,294,93.0
10894,977,30.0
10895,411,73.0
10896,247,84.0
10897,186,74.0
10898,470,61.0
10899,525,63.0
10900,387,69.0
10901,524,0.0
10902,867,67.0
10903,186,18.0
10904,495,36.0
10905,830,58.0
10906,906,28.0
10907,508,29.0
10908,62,110.0
10909,161,74.0
10910,679,37.0
10911,19,133.0
10912,76,32.0
10913,no_MT,52.0
10914,862,95.0
10915,187,38.0
10916,637,104.0
10917,186,83.0
10918,977,84.0
10919,977,57.0
10920,505,84.0
10921,862,36.0
10922,170,65.0
10923,498,66.0
10924,6,82.0
10925,470,35.0
10926,836,52.0
10927,898,79.0
10928,300,14.0
10929,990,64.0
10930,866,63.0
10931,277,86.0
10932,680,46.0
10933,830,63.0
10934,no_MT,37.0
10935,18,35.0
10936,279,112.0
10937,709,63.0
10938,967,7.0
10939,89,33.0
10940,284,37.0
10941,719,63.0
10942,341,101.0
10943,77,65.0
10944,664,68.0
10945,866,41.0
10946,989,47.0
10947,742,9.0
10948,711,46.0
10949,532,56.0
10950,529,18.0
10951,300,35.0
10952,573,43.0
10953,53,100.0
10954,858,0.0
10955,838,31.0
10956,745,46.0
10957,859,111.0
10958,809,115.0
10959,798,50.0
10960,723,91.0
10961,852,29.0
10962,672,20.0
10963,166,48.0
10964,421,66.0
10965,613,66.0
10966,949,93.0
10967,161,41.0
10968,613,23.0
10969,227,42.0
10970,970,95.0
10971,825,103.0
10972,630,36.0
10973,749,63.0
10974,742,57.0
10975,95,74.0
10976,386,43.0
10977,0,43.0
10978,791,101.0
10979,994,30.0
10980,164,42.0
10981,120,126.0
10982,614,76.0
10983,934,43.0
10984,119,70.0
10985,258,68.0
10986,553,86.0
10987,900,44.0
10988,276,51.0
10989,753,68.0
10990,no_MT,47.0
10991,529,30.0
10992,no_MT,0.0
10993,732,55.0
10994,854,46.0
10995,735,213.0
10996,488,35.0
10997,530,69.0
10998,670,24.0
10999,852,65.0
11000,209,48.0
11001,652,13.0
11002,82,39.0
11003,253,36.0
11004,216,45.0
11005,548,59.0
11006,79,86.0
11007,503,123.0
11008,484,50.0
11009,558,41.0
11010,969,57.0
11011,824,58.0
11012,506,21.0
11013,494,43.0
11014,170,31.0
11015,514,63.0
11016,409,41.0
11017,587,64.0
11018,524,49.0
11019,474,40.0
11020,783,30.0
11021,987,71.0
11022,244,57.0
11023,277,86.0
11024,490,77.0
11025,40,40.0
11026,735,49.0
11027,555,116.0
11028,917,77.0
11029,502,87.0
11030,735,92.0
11031,987,124.0
11032,657,38.0
11033,104,50.0
11034,749,49.0
11035,5,42.0
11036,119,70.0
11037,85,30.0
11038,260,106.0
11039,585,25.0
11040,175,60.0
11041,549,14.0
11042,630,27.0
11043,672,79.0
11044,786,82.0
11045,126,53.0
11046,128,81.0
11047,972,64.0
11048,409,83.0
11049,789,84.0
11050,497,48.0
11051,222,36.0
11052,114,34.0
11053,655,59.0
11054,327,56.0
11055,850,39.0
11056,657,35.0
11057,977,50.0
11058,555,111.0
11059,870,42.0
11060,507,55.0
11061,678,33.0
11062,277,60.0
11063,856,157.0
11064,312,61.0
11065,373,71.0
11066,239,87.0
11067,812,103.0
11068,510,87.0
11069,276,39.0
11070,608,90.0
11071,319,39.0
11072,665,35.0
11073,77,50.0
11074,619,18.0
11075,749,52.0
11076,720,65.0
11077,89,107.0
11078,507,118.0
11079,445,83.0
11080,608,104.0
11081,598,78.0
11082,859,111.0
11083,626,41.0
11084,587,57.0
11085,279,48.0
11086,470,27.0
11087,154,14.0
11088,683,95.0
11089,232,8.0
11090,862,58.0
11091,275,7.0
11092,908,51.0
11093,62,52.0
11094,99,79.0
11095,996,29.0
11096,582,39.0
11097,431,89.0
11098,958,60.0
11099,883,36.0
11100,119,71.0
11101,121,49.0
11102,2,14.0
11103,748,39.0
11104,808,42.0
11105,782,102.0
11106,541,96.0
11107,548,69.0
11108,591,42.0
11109,145,32.0
11110,252,104.0
11111,830,89.0
11112,665,77.0
11113,166,28.0
11114,819,52.0
11115,872,20.0
11116,30,120.0
11117,312,61.0
11118,239,36.0
11119,409,48.0
11120,75,57.0
11121,963,55.0
11122,247,84.0
11123,745,77.0
11124,13,40.0
11125,98,110.0
11126,665,57.0
11127,581,48.0
11128,626,68.0
11129,121,14.0
11130,211,88.0
11131,113,36.0
11132,387,66.0
11133,36,65.0
11134,994,67.0
11135,53,65.0
11136,95,90.0
11137,977,62.0
11138,no_MT,80.0
11139,232,20.0
11140,419,38.0
11141,54,0.0
11142,355,72.0
11143,765,82.0
11144,69,52.0
11145,825,45.0
11146,488,49.0
11147,434,86.0
11148,748,85.0
11149,335,61.0
11150,970,66.0
11151,172,67.0
11152,966,53.0
11153,505,61.0
11154,595,120.0
11155,498,72.0
11156,64,53.0
11157,914,16.0
11158,577,58.0
11159,42,56.0
11160,247,41.0
11161,869,81.0
11162,424,49.0
11163,684,56.0
11164,471,45.0
11165,565,49.0
11166,636,71.0
11167,664,42.0
11168,28,57.0
11169,949,90.0
11170,189,80.0
11171,505,44.0
11172,252,46.0
11173,387,7.0
11174,970,46.0
11175,212,33.0
11176,525,77.0
11177,752,70.0
11178,973,107.0
11179,374,72.0
11180,486,83.0
11181,85,33.0
11182,502,69.0
11183,648,54.0
11184,486,37.0
11185,558,28.0
11186,541,136.0
11187,503,106.0
11188,892,81.0
11189,103,53.0
11190,183,28.0
11191,773,98.0
11192,18,91.0
11193,919,44.0
11194,14,91.0
11195,479,22.0
11196,306,99.0
11197,845,114.0
11198,699,69.0
11199,595,100.0
11200,100,70.0
11201,746,101.0
11202,821,30.0
11203,862,107.0
11204,769,51.0
11205,683,46.0
11206,461,35.0
11207,94,58.0
11208,548,80.0
11209,32,67.0
11210,964,34.0
11211,711,29.0
11212,561,70.0
11213,775,53.0
11214,524,21.0
11215,834,23.0
11216,459,66.0
11217,530,29.0
11218,76,51.0
11219,405,20.0
11220,856,65.0
11221,613,44.0
11222,593,50.0
11223,973,72.0
11224,851,74.0
11225,494,71.0
11226,830,56.0
11227,no_MT,21.0
11228,872,21.0
11229,876,100.0
11230,75,127.0
11231,275,36.0
11232,172,28.0
11233,80,31.0
11234,869,111.0
11235,595,65.0
11236,742,21.0
11237,856,96.0
11238,833,43.0
11239,373,92.0
11240,872,62.0
11241,786,47.0
11242,593,21.0
11243,30,66.0
11244,514,69.0
11245,123,34.0
11246,994,80.0
11247,660,29.0
11248,486,21.0
11249,319,71.0
11250,823,72.0
11251,900,57.0
11252,260,164.0
11253,166,41.0
11254,624,43.0
11255,299,53.0
11256,660,37.0
11257,871,69.0
11258,929,46.0
11259,810,39.0
11260,175,51.0
11261,586,124.0
11262,771,23.0
11263,700,35.0
11264,994,142.0
11265,597,23.0
11266,308,75.0
11267,760,41.0
11268,680,71.0
11269,355,113.0
11270,549,30.0
11271,846,121.0
11272,373,27.0
11273,973,11.0
11274,817,81.0
11275,706,14.0
11276,949,67.0
11277,406,57.0
11278,136,35.0
11279,824,39.0
11280,41,102.0
11281,833,66.0
11282,81,45.0
11283,958,77.0
11284,742,40.0
11285,527,22.0
11286,610,27.0
11287,936,70.0
11288,898,44.0
11289,412,42.0
11290,644,28.0
11291,924,75.0
11292,9,44.0
11293,42,41.0
11294,209,28.0
11295,96,57.0
11296,186,80.0
11297,487,55.0
11298,42,43.0
11299,593,100.0
11300,454,49.0
11301,279,59.0
11302,798,29.0
11303,75,41.0
11304,583,46.0
11305,840,70.0
11306,859,73.0
11307,135,123.0
11308,582,82.0
11309,30,59.0
11310,971,41.0
11311,311,41.0
11312,751,52.0
11313,667,65.0
11314,775,79.0
11315,553,50.0
11316,680,32.0
11317,582,104.0
11318,958,108.0
11319,42,68.0
11320,85,47.0
11321,180,83.0
11322,886,74.0
11323,943,1.0
11324,872,37.0
11325,716,107.0
11326,103,26.0
11327,982,91.0
11328,no_MT,42.0
11329,438,58.0
11330,672,101.0
11331,866,62.0
11332,99,28.0
11333,175,56.0
11334,407,35.0
11335,973,61.0
11336,5,13.0
11337,136,0.0
11338,313,34.0
11339,430,105.0
11340,698,59.0
11341,636,55.0
11342,836,27.0
11343,882,28.0
11344,425,95.0
11345,275,63.0
11346,233,127.0
11347,610,22.0
11348,507,75.0
11349,856,76.0
11350,808,29.0
11351,925,26.0
11352,804,74.0
11353,435,41.0
11354,40,44.0
11355,29,43.0
11356,27,59.0
11357,491,57.0
11358,672,114.0
11359,935,68.0
11360,426,25.0
11361,619,21.0
11362,784,40.0
11363,no_MT,28.0
11364,463,120.0
11365,490,88.0
11366,150,40.0
11367,786,111.0
11368,276,63.0
11369,470,47.0
11370,751,34.0
11371,977,38.0
11372,36,67.0
11373,525,14.0
11374,760,24.0
11375,688,45.0
11376,854,49.0
11377,95,61.0
11378,494,28.0
11379,82,8.0
11380,919,44.0
11381,499,44.0
11382,123,56.0
11383,900,35.0
11384,963,21.0
11385,856,128.0
11386,69,93.0
11387,589,59.0
11388,434,9.0
11389,248,71.0
11390,987,71.0
11391,637,92.0
11392,555,20.0
11393,62,56.0
11394,899,44.0
11395,327,46.0
11396,435,26.0
11397,962,24.0
11398,166,80.0
11399,368,29.0
11400,459,24.0
11401,583,49.0
11402,152,76.0
11403,662,48.0
11404,461,14.0
11405,886,64.0
11406,41,27.0
11407,946,55.0
11408,106,83.0
11409,110,60.0
11410,211,84.0
11411,5,61.0
11412,775,25.0
11413,699,45.0
11414,488,11.0
11415,401,81.0
11416,214,71.0
11417,394,86.0
11418,786,67.0
11419,525,40.0
11420,94,129.0
11421,867,57.0
11422,267,25.0
11423,490,81.0
11424,69,35.0
11425,792,67.0
11426,657,54.0
11427,no_MT,83.0
11428,870,48.0
11429,30,124.0
11430,535,62.0
11431,335,94.0
11432,401,51.0
11433,527,47.0
11434,535,50.0
11435,836,43.0
11436,503,74.0
11437,898,65.0
11438,260,95.0
11439,260,77.0
11440,845,99.0
11441,619,22.0
11442,82,14.0
11443,630,45.0
11444,783,41.0
11445,837,39.0
11446,824,53.0
11447,275,14.0
11448,971,31.0
11449,126,75.0
11450,839,90.0
11451,508,98.0
11452,735,112.0
11453,89,126.0
11454,644,63.0
11455,977,77.0
11456,276,35.0
11457,760,65.0
11458,955,57.0
11459,239,68.0
11460,810,86.0
11461,898,82.0
11462,925,28.0
11463,521,42.0
11464,32,10.0
11465,284,38.0
11466,669,64.0
11467,115,135.0
11468,769,72.0
11469,966,56.0
11470,619,51.0
11471,386,46.0
11472,809,71.0
11473,64,77.0
11474,803,49.0
11475,306,55.0
11476,459,60.0
11477,775,76.0
11478,389,206.0
11479,983,21.0
11480,30,60.0
11481,160,22.0
11482,970,47.0
11483,773,108.0
11484,no_MT,101.0
11485,747,48.0
11486,232,61.0
11487,629,52.0
11488,583,86.0
11489,704,62.0
11490,21,95.0
11491,853,97.0
11492,525,53.0
11493,637,95.0
11494,553,81.0
11495,377,64.0
11496,438,101.0
11497,773,105.0
11498,839,64.0
11499,967,67.0
11500,630,57.0
11501,114,79.0
11502,120,40.0
11503,672,69.0
11504,131,35.0
11505,542,54.0
11506,664,62.0
11507,821,41.0
11508,401,56.0
11509,986,79.0
11510,555,52.0
11511,549,96.0
11512,291,35.0
11513,808,62.0
11514,62,82.0
11515,19,86.0
11516,64,95.0
11517,19,105.0
11518,131,49.0
11519,no_MT,62.0
11520,377,50.0
11521,783,118.0
11522,79,45.0
11523,468,44.0
11524,94,114.0
11525,839,116.0
11526,75,89.0
11527,670,75.0
11528,373,84.0
11529,858,54.0
11530,331,94.0
11531,200,0.0
11532,284,78.0
11533,699,57.0
11534,490,57.0
11535,514,6.0
11536,624,61.0
11537,514,9.0
11538,222,30.0
11539,310,106.0
11540,858,76.0
11541,804,44.0
11542,885,74.0
11543,637,55.0
11544,800,31.0
11545,502,53.0
11546,990,58.0
11547,672,56.0
11548,859,53.0
11549,64,29.0
11550,608,34.0
11551,663,48.0
11552,803,75.0
11553,656,42.0
11554,233,39.0
11555,131,31.0
11556,614,155.0
11557,275,28.0
11558,811,32.0
11559,910,55.0
11560,230,42.0
11561,845,57.0
11562,820,48.0
11563,273,56.0
11564,154,51.0
11565,164,42.0
11566,326,41.0
11567,558,45.0
11568,549,57.0
11569,421,21.0
11570,561,92.0
11571,306,44.0
11572,422,69.0
11573,871,130.0
11574,374,38.0
11575,434,32.0
11576,541,114.0
11577,89,54.0
11578,839,131.0
11579,142,76.0
11580,no_MT,41.0
11581,665,70.0
11582,896,77.0
11583,319,69.0
11584,973,30.0
11585,419,15.0
11586,544,57.0
11587,69,104.0
11588,643,121.0
11589,535,48.0
11590,857,62.0
11591,664,45.0
11592,936,105.0
11593,300,29.0
11594,748,47.0
11595,582,110.0
11596,614,63.0
11597,593,76.0
11598,62,155.0
11599,886,57.0
11600,5,23.0
11601,10,128.0
11602,251,105.0
11603,421,117.0
11604,841,83.0
11605,113,79.0
11606,984,36.0
11607,549,88.0
11608,872,59.0
11609,900,22.0
11610,162,68.0
11611,419,100.0
11612,652,58.0
11613,279,26.0
11614,907,46.0
11615,107,109.0
11616,746,19.0
11617,273,58.0
11618,845,97.0
11619,910,39.0
11620,631,42.0
11621,561,71.0
11622,696,42.0
11623,648,60.0
11624,394,56.0
11625,129,8.0
11626,409,104.0
11627,853,36.0
11628,no_MT,52.0
11629,228,58.0
11630,97,41.0
11631,614,84.0
11632,186,32.0
11633,593,88.0
11634,521,43.0
11635,492,50.0
11636,951,54.0
11637,129,56.0
11638,268,67.0
11639,82,42.0
11640,22,56.0
11641,275,21.0
11642,490,102.0
11643,745,60.0
11644,965,36.0
11645,614,185.0
11646,706,27.0
11647,438,36.0
11648,840,69.0
11649,180,53.0
11650,626,36.0
11651,935,113.0
11652,209,82.0
11653,486,69.0
11654,577,159.0
11655,854,22.0
11656,401,100.0
11657,2,71.0
11658,89,45.0
11659,136,77.0
11660,474,56.0
11661,969,7.0
11662,145,53.0
11663,683,61.0
11664,665,46.0
11665,258,144.0
11666,214,105.0
11667,180,70.0
11668,799,63.0
11669,833,77.0
11670,186,45.0
11671,25,23.0
11672,69,50.0
11673,742,67.0
11674,14,47.0
11675,787,92.0
11676,8,66.0
11677,892,44.0
11678,845,57.0
11679,503,135.0
11680,809,75.0
11681,726,72.0
11682,183,41.0
11683,251,79.0
11684,741,16.0
11685,166,88.0
11686,471,38.0
11687,119,41.0
11688,238,39.0
11689,189,97.0
11690,415,52.0
11691,819,101.0
11692,870,63.0
11693,424,42.0
11694,598,213.0
11695,711,74.0
11696,118,88.0
11697,494,83.0
11698,834,100.0
11699,696,53.0
11700,175,42.0
11701,589,84.0
11702,857,34.0
11703,311,30.0
11704,423,23.0
11705,935,36.0
11706,613,84.0
11707,62,81.0
11708,356,35.0
11709,161,61.0
11710,962,36.0
11711,530,21.0
11712,28,73.0
11713,941,65.0
11714,5,35.0
11715,977,27.0
11716,929,60.0
11717,422,67.0
11718,903,45.0
11719,no_MT,30.0
11720,586,75.0
11721,36,39.0
11722,438,69.0
11723,389,74.0
11724,804,65.0
11725,94,67.0
11726,277,55.0
11727,742,7.0
11728,356,42.0
11729,423,25.0
11730,809,85.0
11731,41,75.0
11732,209,79.0
11733,267,118.0
11734,32,48.0
11735,53,97.0
11736,581,52.0
11737,535,97.0
11738,380,67.0
11739,541,53.0
11740,244,34.0
11741,247,65.0
11742,18,98.0
11743,568,60.0
11744,498,14.0
11745,724,31.0
11746,502,96.0
11747,833,118.0
11748,82,100.0
11749,769,0.0
11750,593,98.0
11751,250,42.0
11752,2,61.0
11753,941,69.0
11754,483,90.0
11755,315,107.0
11756,949,81.0
11757,247,83.0
11758,583,76.0
11759,746,19.0
11760,688,76.0
11761,809,71.0
11762,23,84.0
11763,141,37.0
11764,876,44.0
11765,426,14.0
11766,527,114.0
11767,267,31.0
11768,154,63.0
11769,836,65.0
11770,113,258.0
11771,216,33.0
11772,936,88.0
11773,186,22.0
11774,488,64.0
11775,no_MT,45.0
11776,687,57.0
11777,211,41.0
11778,470,71.0
11779,13,60.0
11780,854,92.0
11781,438,42.0
11782,595,114.0
11783,684,78.0
11784,973,21.0
11785,189,99.0
11786,382,22.0
11787,803,28.0
11788,419,61.0
11789,548,76.0
11790,386,45.0
11791,142,105.0
11792,491,32.0
11793,900,30.0
11794,260,56.0
11795,970,41.0
11796,424,7.0
11797,412,79.0
11798,593,30.0
11799,106,99.0
11800,871,81.0
11801,977,70.0
11802,28,47.0
11803,29,50.0
11804,507,75.0
11805,19,119.0
11806,426,7.0
11807,603,99.0
11808,839,39.0
11809,138,65.0
11810,79,46.0
11811,787,13.0
11812,150,27.0
11813,648,90.0
11814,306,49.0
11815,839,101.0
11816,138,28.0
11817,833,46.0
11818,699,61.0
11819,935,97.0
11820,571,61.0
11821,986,110.0
11822,85,47.0
11823,17,69.0
11824,187,86.0
11825,969,26.0
11826,299,59.0
11827,527,136.0
11828,684,66.0
11829,492,58.0
11830,239,24.0
11831,726,59.0
11832,374,55.0
11833,8,76.0
11834,745,108.0
11835,854,19.0
11836,no_MT,49.0
11837,164,14.0
11838,665,77.0
11839,962,31.0
11840,494,26.0
11841,75,54.0
11842,121,63.0
11843,580,71.0
11844,699,20.0
11845,36,14.0
11846,25,31.0
11847,451,84.0
11848,451,67.0
11849,354,22.0
11850,252,64.0
11851,291,47.0
11852,883,35.0
11853,300,50.0
11854,75,55.0
11855,435,27.0
11856,842,67.0
11857,0,57.0
11858,963,41.0
11859,221,59.0
11860,223,104.0
11861,841,38.0
11862,87,71.0
11863,154,91.0
11864,695,17.0
11865,41,44.0
11866,126,59.0
11867,672,72.0
11868,941,66.0
11869,98,93.0
11870,507,46.0
11871,825,15.0
11872,222,61.0
11873,786,92.0
11874,610,80.0
11875,273,21.0
11876,510,109.0
11877,424,76.0
11878,424,97.0
11879,100,57.0
11880,748,55.0
11881,698,110.0
11882,657,36.0
11883,319,76.0
11884,802,39.0
11885,138,84.0
11886,432,35.0
11887,848,78.0
11888,36,94.0
11889,853,102.0
11890,494,72.0
11891,136,30.0
11892,903,78.0
11893,32,81.0
11894,377,62.0
11895,991,33.0
11896,580,65.0
11897,19,101.0
11898,746,64.0
11899,239,85.0
11900,866,102.0
11901,271,71.0
11902,521,52.0
11903,85,50.0
11904,530,77.0
11905,202,37.0
11906,89,38.0
11907,848,1.0
11908,966,56.0
11909,76,97.0
11910,19,95.0
11911,471,53.0
11912,138,39.0
11913,934,57.0
11914,222,81.0
11915,106,90.0
11916,491,83.0
11917,356,42.0
11918,273,54.0
11919,419,45.0
11920,969,58.0
11921,648,61.0
11922,275,71.0
11923,258,83.0
11924,561,47.0
11925,126,70.0
11926,696,25.0
11927,166,77.0
11928,810,22.0
11929,453,79.0
11930,94,80.0
11931,742,22.0
11932,975,115.0
11933,802,35.0
11934,908,71.0
11935,934,27.0
11936,726,61.0
11937,216,88.0
11938,561,63.0
11939,676,63.0
11940,483,38.0
11941,629,51.0
11942,577,95.0
11943,154,39.0
11944,810,40.0
11945,337,17.0
11946,597,104.0
11947,760,61.0
11948,870,44.0
11949,214,58.0
11950,585,75.0
11951,410,82.0
11952,908,68.0
11953,586,34.0
11954,683,74.0
11955,990,47.0
11956,631,74.0
11957,665,60.0
11958,570,16.0
11959,248,16.0
11960,562,112.0
11961,494,92.0
11962,459,34.0
11963,934,77.0
11964,833,136.0
11965,131,76.0
11966,95,62.0
11967,490,50.0
11968,488,46.0
11969,803,46.0
11970,260,58.0
11971,154,68.0
11972,503,79.0
11973,426,31.0
11974,555,86.0
11975,862,54.0
11976,192,51.0
11977,425,42.0
11978,502,21.0
11979,951,61.0
11980,706,69.0
11981,645,7.0
11982,164,100.0
11983,969,45.0
11984,266,81.0
11985,698,38.0
11986,886,19.0
11987,833,78.0
11988,679,103.0
11989,679,87.0
11990,949,47.0
11991,180,58.0
11992,368,68.0
11993,637,84.0
11994,162,60.0
11995,483,94.0
11996,434,46.0
11997,624,41.0
11998,119,70.0
11999,876,139.0
12000,503,93.0
12001,8,38.0
12002,423,70.0
12003,603,31.0
12004,833,79.0
12005,699,48.0
12006,627,64.0
12007,503,46.0
12008,748,76.0
12009,423,27.0
12010,445,54.0
12011,312,63.0
12012,204,67.0
12013,892,60.0
12014,834,88.0
12015,679,43.0
12016,121,76.0
12017,900,60.0
12018,597,42.0
12019,837,18.0
12020,598,109.0
12021,650,7.0
12022,629,24.0
12023,450,60.0
12024,839,73.0
12025,152,39.0
12026,447,35.0
12027,509,76.0
12028,41,51.0
12029,236,70.0
12030,419,44.0
12031,266,93.0
12032,30,52.0
12033,871,22.0
12034,277,40.0
12035,509,97.0
12036,306,62.0
12037,40,67.0
12038,527,36.0
12039,276,26.0
12040,709,69.0
12041,548,45.0
12042,429,120.0
12043,79,91.0
12044,425,26.0
12045,120,55.0
12046,698,35.0
12047,91,83.0
12048,75,37.0
12049,970,81.0
12050,577,118.0
12051,64,21.0
12052,32,31.0
12053,401,36.0
12054,803,31.0
12055,100,28.0
12056,253,120.0
12057,252,39.0
12058,no_MT,35.0
12059,430,48.0
12060,614,78.0
12061,856,204.0
12062,582,53.0
12063,401,62.0
12064,656,101.0
12065,341,95.0
12066,870,71.0
12067,435,21.0
12068,934,67.0
12069,859,67.0
12070,459,56.0
12071,530,49.0
12072,900,32.0
12073,19,142.0
12074,494,48.0
12075,657,43.0
12076,753,49.0
12077,896,59.0
12078,89,48.0
12079,122,88.0
12080,555,39.0
12081,no_MT,46.0
12082,94,73.0
12083,no_MT,7.0
12084,711,13.0
12085,166,49.0
12086,673,70.0
12087,258,31.0
12088,965,70.0
12089,848,70.0
12090,614,85.0
12091,867,29.0
12092,5,7.0
12093,401,34.0
12094,809,43.0
12095,64,82.0
12096,662,94.0
12097,no_MT,47.0
12098,803,61.0
12099,69,50.0
12100,941,45.0
12101,541,174.0
12102,833,112.0
12103,401,98.0
12104,799,36.0
12105,no_MT,18.0
12106,no_MT,61.0
12107,824,98.0
12108,882,38.0
12109,875,27.0
12110,40,46.0
12111,593,59.0
12112,326,14.0
12113,917,86.0
12114,315,71.0
12115,663,59.0
12116,593,67.0
12117,120,134.0
12118,728,72.0
12119,856,40.0
12120,786,83.0
12121,166,89.0
12122,120,105.0
12123,421,64.0
12124,312,101.0
12125,82,87.0
12126,no_MT,51.0
12127,883,44.0
12128,949,64.0
12129,501,21.0
12130,706,50.0
12131,97,97.0
12132,862,66.0
12133,258,82.0
12134,958,108.0
12135,935,51.0
12136,236,86.0
12137,979,32.0
12138,870,100.0
12139,211,89.0
12140,589,27.0
12141,289,42.0
12142,779,77.0
12143,160,56.0
12144,626,69.0
12145,840,59.0
12146,106,57.0
12147,622,54.0
12148,95,79.0
12149,613,70.0
12150,688,63.0
12151,510,78.0
12152,535,80.0
12153,956,86.0
12154,217,21.0
12155,720,74.0
12156,239,17.0
12157,745,66.0
12158,672,44.0
12159,908,17.0
12160,89,21.0
12161,419,90.0
12162,970,42.0
12163,152,63.0
12164,958,54.0
12165,316,38.0
12166,144,32.0
12167,583,62.0
12168,461,185.0
12169,135,88.0
12170,812,22.0
12171,26,79.0
12172,994,28.0
12173,898,24.0
12174,386,48.0
12175,812,49.0
12176,656,32.0
12177,956,76.0
12178,962,91.0
12179,683,60.0
12180,228,55.0
12181,716,92.0
12182,253,55.0
12183,317,99.0
12184,775,30.0
12185,77,0.0
12186,115,119.0
12187,618,52.0
12188,800,38.0
12189,676,30.0
12190,665,102.0
12191,551,30.0
12192,724,39.0
12193,525,34.0
12194,114,40.0
12195,561,81.0
12196,842,53.0
12197,368,14.0
12198,769,63.0
12199,180,48.0
12200,25,31.0
12201,783,69.0
12202,761,122.0
12203,94,28.0
12204,502,98.0
12205,951,37.0
12206,593,38.0
12207,277,24.0
12208,753,29.0
12209,no_MT,60.0
12210,502,42.0
12211,811,64.0
12212,591,37.0
12213,122,60.0
12214,630,39.0
12215,817,17.0
12216,131,35.0
12217,595,96.0
12218,783,73.0
12219,501,90.0
12220,100,64.0
12221,415,56.0
12222,356,7.0
12223,834,56.0
12224,356,35.0
12225,508,53.0
12226,624,58.0
12227,118,90.0
12228,12,81.0
12229,614,104.0
12230,491,107.0
12231,13,73.0
12232,113,40.0
12233,192,57.0
12234,964,59.0
12235,241,46.0
12236,341,122.0
12237,189,82.0
12238,775,71.0
12239,753,138.0
12240,963,61.0
12241,830,43.0
12242,820,63.0
12243,907,43.0
12244,484,93.0
12245,662,73.0
12246,220,121.0
12247,509,42.0
12248,377,76.0
12249,969,21.0
12250,412,39.0
12251,135,102.0
12252,114,55.0
12253,42,28.0
12254,387,79.0
12255,377,47.0
12256,435,50.0
12257,672,18.0
12258,688,91.0
12259,934,72.0
12260,185,53.0
12261,535,89.0
12262,684,92.0
12263,839,84.0
12264,886,72.0
12265,771,30.0
12266,987,50.0
12267,862,94.0
12268,858,42.0
12269,910,48.0
12270,216,63.0
12271,986,34.0
12272,113,72.0
12273,121,57.0
12274,753,94.0
12275,103,61.0
12276,407,28.0
12277,870,100.0
12278,19,75.0
12279,967,42.0
12280,470,56.0
12281,775,21.0
12282,380,9.0
12283,32,35.0
12284,514,33.0
12285,994,86.0
12286,941,148.0
12287,839,70.0
12288,629,33.0
12289,82,93.0
12290,562,70.0
12291,524,46.0
12292,410,44.0
12293,50,69.0
12294,969,49.0
12295,530,27.0
12296,617,67.0
12297,903,49.0
12298,501,50.0
12299,867,103.0
12300,166,72.0
12301,867,125.0
12302,228,75.0
12303,664,82.0
12304,502,64.0
12305,951,88.0
12306,898,57.0
12307,312,83.0
12308,175,88.0
12309,484,58.0
12310,782,74.0
12311,746,50.0
12312,241,48.0
12313,no_MT,14.0
12314,830,45.0
12315,50,53.0
12316,152,42.0
12317,422,64.0
12318,82,69.0
12319,501,108.0
12320,216,88.0
12321,525,43.0
12322,164,22.0
12323,500,14.0
12324,837,31.0
12325,494,72.0
12326,678,56.0
12327,no_MT,40.0
12328,706,77.0
12329,892,45.0
12330,374,45.0
12331,979,48.0
12332,580,67.0
12333,154,33.0
12334,no_MT,21.0
12335,689,63.0
12336,227,63.0
12337,892,52.0
12338,470,35.0
12339,786,74.0
